name,ortholog_ensg,description,stat,baseMean,LFC_raw,lfcSE,LFC_shrunk,pvalue,padj,dmelanogaster_genes
TMED1,ENSG00000099203,transmembrane p24 trafficking protein 1 [Source:HGNC Symbol;Acc:HGNC:17291],-0.0988252960409912,944.8639300952724,-0.0037902772305012,0.0383533101578479,-0.0028424648960722,0.9212769834683489,0.9697244478913792,FBgn0030341
ABLIM1,ENSG00000099204,actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78],0.534826667767996,1057.0302131245744,0.0197279425110688,0.0368866096251331,0.015188190889502,0.5927697206747505,0.8027658138718409,FBgn0051352
ERMP1,ENSG00000099219,endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703],-2.5398360537071185,982.3016640020636,-0.1681369569642113,0.0661999252742319,-0.1228230700888917,0.0110904442718885,0.073798647787939,FBgn0034436; FBgn0034440; FBgn0034437; FBgn0034439; FBgn0034438; FBgn0050049; FBgn0050047
PRTFDC1,ENSG00000099256,phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333],-2.898573683459369,6700.599631205263,-0.245522895366287,0.0847047279727117,-0.1844691198678628,0.0037486421525087,0.0347052827588413,FBgn0003076
WASHC2A,ENSG00000099290,WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416],1.4956787483195062,473.2128526154869,0.0835926000268137,0.0558894081504704,0.0547584797437966,0.1347373909089697,0.3685301470940063,FBgn0034529
MAST3,ENSG00000099308,microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19036],1.1539806232157028,422.840972497194,0.077024085801516,0.0667464290577768,0.041853345157269,0.2485081130899474,0.522274085637168,FBgn0052944; FBgn0267390
OCEL1,ENSG00000099330,occludin/ELL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26221],-1.6024883528294769,3488.925397561322,-0.0660484810774954,0.0412162003928922,-0.0503950487920925,0.1090476610616394,0.3267070470812866,FBgn0014037
KCNK6,ENSG00000099337,potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281],4.345222839280481,602.7150280279454,0.2046526844141172,0.0470983173898638,0.1856622299716098,1.391343464889528e-05,0.0005637475869074,FBgn0037690; FBgn0259242; FBgn0017561; FBgn0038165; FBgn0038621
PSMD8,ENSG00000099341,"proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]",-2.320925860352204,958.7842321962466,-0.0960567366223183,0.041387249055746,-0.0781418325971895,0.0202908455718986,0.1106652765577992,FBgn0028693; FBgn0036465
FBXL19,ENSG00000099364,F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300],-2.296844530835672,155.394564598636,-0.1967439775761352,0.0856583782379702,-0.1211690104080973,0.0216276402249025,0.1161832653627613,FBgn0038385; FBgn0033337; FBgn0033639; FBgn0032878; FBgn0037236; FBgn0039554; FBgn0039667; FBgn0031652
STX1B,ENSG00000099365,syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539],1.9599198528724355,2466.263322757056,0.1545544075387389,0.078857514154074,0.088568038950391,0.0500051587798924,0.2034356215728306,FBgn0013343
SETD1A,ENSG00000099381,"SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]",1.8581571718892769,1219.8892486576576,0.0742599760882252,0.0399643136822067,0.0590051006166524,0.063146697933753,0.233632238940157,FBgn0040372; FBgn0030486; FBgn0037841
BCL7C,ENSG00000099385,BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006],-0.8951114416863811,151.80818110587745,-0.0819844931522977,0.0915913810662946,-0.0301221077941502,0.3707275182361622,0.6442509120520076,FBgn0026149
MAGEB2,ENSG00000099399,MAGE family member B2 [Source:HGNC Symbol;Acc:HGNC:6809],-0.7706839200167565,126.82546929217196,-0.0673460989523359,0.0873848502650369,-0.025867353417461,0.4408943053415666,0.6972457535552607,FBgn0037481
EFNA2,ENSG00000099617,ephrin A2 [Source:HGNC Symbol;Acc:HGNC:3222],2.7401062663982083,2331.230064037612,0.1330676887877533,0.0485629664876709,0.1082175530971769,0.006141932259287,0.0490570295697883,FBgn0040324
ATP5F1D,ENSG00000099624,ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837],0.7275924197143654,3109.860079222831,0.0393717670630345,0.0541123931424285,0.0238840209041411,0.4668631222232673,0.7159674367866642,FBgn0028342
HNRNPM,ENSG00000099783,heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046],0.3637039909905378,1620.6328890434866,0.0156271008089391,0.0429665365133309,0.0110075056773453,0.716079062802236,0.8750875453788037,FBgn0267790
NDUFB7,ENSG00000099795,NADH:ubiquinone oxidoreductase subunit B7 [Source:HGNC Symbol;Acc:HGNC:7702],0.4932123967618771,981.9808552465036,0.0281006677673089,0.0569747799361903,0.0163418000627735,0.621862519445376,0.8200829594239486,FBgn0030605
TECR,ENSG00000099797,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]",-2.549900721463486,1613.9407756932403,-0.2073770017403451,0.081327480711219,-0.1413807405322338,0.0107753598736026,0.0726193950269462,FBgn0035471
TIMM13,ENSG00000099800,translocase of inner mitochondrial membrane 13 [Source:HGNC Symbol;Acc:HGNC:11816],2.9818363225067017,236.3175966288692,0.2193874914741465,0.0735746257493157,0.1712792867862348,0.0028652513986034,0.0287617211607056,FBgn0083968; FBgn0259198; FBgn0036204
MTAP,ENSG00000099810,methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:HGNC:7413],-2.797240485625568,856.8111313948604,-0.252073299926485,0.0901149905493778,-0.181289328759189,0.0051541154169327,0.0434662670830419,FBgn0034215; FBgn0051115
POLR2E,ENSG00000099817,"RNA polymerase II, I and III subunit E [Source:HGNC Symbol;Acc:HGNC:9192]",0.6984432398559851,222.2634731810525,0.0500430121353462,0.0716493614365354,0.0239501496017519,0.4849000429258135,0.7310755693886023,FBgn0033571
POLRMT,ENSG00000099821,RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200],1.837636188930812,760.0033446060838,0.0934063819743011,0.0508296378450446,0.0674221268750937,0.0661160324710468,0.2400941621724855,FBgn0261938
HCN2,ENSG00000099822,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846],4.100983294407711,28.7536481613062,0.7664038085845026,0.186882938447861,0.6639621633520969,4.113982624895555e-05,0.0012591051409772,FBgn0038676; FBgn0266346; FBgn0261612
RASSF7,ENSG00000099849,Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166],1.014959270421521,1033.4524848359358,0.0396531453909055,0.0390687060520539,0.0302010618867883,0.3101252429985647,0.5861630655202333,FBgn0261986
GADD45B,ENSG00000099860,growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096],1.7671475232628175,206.3757133644416,0.271604898477118,0.153696788129852,0.0538856267540925,0.0772035254252446,0.2627550610193888,FBgn0033153
MKNK2,ENSG00000099875,MAPK interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111],-1.1403222222741352,35514.7499866195,-0.0558065161091788,0.0489392515721428,-0.03821768499352,0.2541520829611772,0.5284625410120792,FBgn0017581
TRMT2A,ENSG00000099899,tRNA methyltransferase 2 homolog A [Source:HGNC Symbol;Acc:HGNC:24974],-0.0724445379698257,241.4925514809768,-0.0050980415951093,0.0703716489603782,-0.0023861597998581,0.9422481417090316,0.9781382822643356,FBgn0036838
RANBP1,ENSG00000099901,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847],2.5648556539125216,2620.452903832172,0.0968408532534327,0.0377568433941724,0.0818784743550217,0.0103218735414807,0.0708769860883848,FBgn0039302
MED15,ENSG00000099917,mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248],-0.5360802032526424,539.3156121665536,-0.0294025620378744,0.0548473192247648,-0.0177297623500734,0.5919031214319858,0.8019870054406926,FBgn0027592
SNAP29,ENSG00000099940,synaptosome associated protein 29 [Source:HGNC Symbol;Acc:HGNC:11133],1.4363945283398305,619.5455817478444,0.0651539712954871,0.0453593842151372,0.0476104950826122,0.1508901092436149,0.3949027754472016,FBgn0034913
CRKL,ENSG00000099942,"CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]",0.6410872710496246,1534.3125495563013,0.0210173571740028,0.0327839252518491,0.0169780613084307,0.5214659838257992,0.7547117232290093,FBgn0024811
LZTR1,ENSG00000099949,leucine zipper like post translational regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742],2.200725524760245,2180.3814046502976,0.083849652607154,0.0381009133868654,0.0691429737234604,0.0277554607000577,0.1376085772093598,FBgn0040344
CECR2,ENSG00000099954,CECR2 histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840],1.2617029454497937,602.7009380003108,0.0633321666338819,0.0501957825035466,0.0430751562088745,0.2070556966460235,0.4725686230406849,FBgn0027620
SMARCB1,ENSG00000099956,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]",0.0921280239303001,476.539198295902,0.0046727537388305,0.0507202210520192,0.0029680168320008,0.9265963232530372,0.9723577648229416,FBgn0011715
DERL3,ENSG00000099958,derlin 3 [Source:HGNC Symbol;Acc:HGNC:14236],1.1690187671350536,670.6462488357926,0.0565326831743588,0.048359089489132,0.0389744799937739,0.2423960702138394,0.5159546571676898,FBgn0038438
SLC7A4,ENSG00000099960,solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062],-2.7161617710698303,343.4313153168245,-0.2379616922028145,0.0876095432670371,-0.168418947795357,0.0066043638679413,0.0514770043538604,FBgn0037203; FBgn0002778; FBgn0036493; FBgn0036764; FBgn0039844
GSTT2,ENSG00000099984,glutathione S-transferase theta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:4642],-5.25596899209767,638.3429994495966,-0.4028839903962005,0.0766526573885681,-0.3729486743132734,1.472471000871753e-07,1.4169701708388945e-05,FBgn0063493; FBgn0034335; FBgn0027590; FBgn0035906; FBgn0063497; FBgn0063492; FBgn0001149; FBgn0038020; FBgn0050000; FBgn0063494; FBgn0031117; FBgn0063491; FBgn0042206; FBgn0050005; FBgn0010042; FBgn0063496; FBgn0010043; FBgn0034354; FBgn0010040; FBgn0010038; FBgn0086348; FBgn0030529; FBgn0010044; FBgn0010039; FBgn0010041; FBgn0063499; FBgn0035904; FBgn0035907; FBgn0033381; FBgn0063495; FBgn0063498
SUSD2,ENSG00000099994,sushi domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30667],-1.7692631612073302,11.23856831640022,-0.6776100728856042,0.3829899857425443,-0.0208892054437136,0.076849968094537,,FBgn0051004
SF3A1,ENSG00000099995,splicing factor 3a subunit 1 [Source:HGNC Symbol;Acc:HGNC:10765],-0.1189074123999072,515.8371835502134,-0.0051389273476072,0.0432178889767119,-0.003625465134335,0.9053487091835712,0.9639074342031042,FBgn0266917
GGT5,ENSG00000099998,gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260],-2.500686185952377,2466.3921311615613,-0.1836690461723637,0.0734474590230977,-0.129029968124334,0.0123952959275603,0.0793172133267417,FBgn0030796; FBgn0030932; FBgn0030361; FBgn0025837
RNF215,ENSG00000099999,ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434],-0.0503835869024933,3171.5833181212374,-0.0022557392358234,0.0447713109467358,-0.0016330415056112,0.9598167155284127,0.9843830035573428,FBgn0037442
SEC14L2,ENSG00000100003,SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699],-1.532228719838423,3862.338085507972,-0.1248588303056668,0.0814883761732605,-0.0607691572618413,0.1254660037197109,0.3545069918765858,FBgn0031814; FBgn0035146
SEC14L3,ENSG00000100012,SEC14 like lipid binding 3 [Source:HGNC Symbol;Acc:HGNC:18655],-1.532228719838423,3862.338085507972,-0.1248588303056668,0.0814883761732605,-0.0607691572618413,0.1254660037197109,0.3545069918765858,FBgn0031814; FBgn0035146
SPECC1L,ENSG00000100014,sperm antigen with calponin homology and coiled-coil domains 1 like [Source:HGNC Symbol;Acc:HGNC:29022],0.9751059124726328,1755.4770413538251,0.0387086206264865,0.0396968371654426,0.0292422629688018,0.3295077261204446,0.6048142409412732,FBgn0025633; FBgn0015008
PPIL2,ENSG00000100023,peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261],-0.1501108998940994,235.8977375878349,-0.0103060488038626,0.0686562322331914,-0.0050283024996502,0.8806771205553886,0.9521245136133012,FBgn0034109
UPB1,ENSG00000100024,beta-ureidopropionase 1 [Source:HGNC Symbol;Acc:HGNC:16297],-1.7506400252138998,1193.054241385026,-0.1121779051088067,0.0640782248167212,-0.0699514680512513,0.080007936241665,0.2691161201646997,FBgn0037513
YPEL1,ENSG00000100027,yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845],-3.769023014864786,863.5127476583339,-0.5925849079584574,0.1572250701631007,-0.4927930090919167,0.0001638877773411,0.0036240644084358,FBgn0033093; FBgn0002021
SNRPD3,ENSG00000100028,small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160],0.7824956637217628,191.60894917348224,0.0604557736062907,0.0772602027195226,0.0269189860305334,0.4339233327590847,0.6933779221102521,FBgn0023167
PES1,ENSG00000100029,pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848],4.076908272040476,5114.9577669006585,0.1689257022065329,0.04143475666721,0.1526431959680561,4.563848633427049e-05,0.0013553411609299,FBgn0032138
MAPK1,ENSG00000100030,mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871],2.5707826987923523,1690.0567642726242,0.1313686585901567,0.0511006467609527,0.1037730768128774,0.0101468972989568,0.0702769191473769,FBgn0003256
GGT1,ENSG00000100031,gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250],-1.7768914234222697,661.5116076943918,-0.0873603765829209,0.0491647240970222,-0.0635100528225284,0.0755861057749675,0.2599410288089696,FBgn0030932; FBgn0025837
PRODH,ENSG00000100033,proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453],4.326978557736708,7247.032884563026,0.137599794405056,0.0318004336210599,0.1276422882653012,1.5116867110192756e-05,0.0005906607201821,FBgn0003423
PPM1F,ENSG00000100034,"protein phosphatase, Mg2+/Mn2+ dependent 1F [Source:HGNC Symbol;Acc:HGNC:19388]",-1.513602323103443,703.2312627061452,-0.0780473424574925,0.0515639684652879,-0.0536928258484629,0.1301267315808183,0.3615514518769656,FBgn0029958; FBgn0086361; FBgn0032702; FBgn0035425; FBgn0039421; FBgn0035143
TOP3B,ENSG00000100038,DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993],0.1877697094901259,564.385289053919,0.0112641410621469,0.059989127600686,0.0062540548159963,0.8510571817065773,0.9390716950958572,FBgn0026015
CYTH4,ENSG00000100055,cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505],-0.4170166710732571,3809.850972570213,-0.0189062735906556,0.0453369730807103,-0.0128357894640557,0.6766662138156924,0.8523226594779681,FBgn0026179
ESS2,ENSG00000100056,ess-2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:16817],1.4199358819813817,257.2117745261368,0.0953178820033398,0.0671283000964333,0.0541985282711462,0.1556263484700785,0.4007773676339261,FBgn0023506
MFNG,ENSG00000100060,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038],0.3048634289590789,756.7782535047318,0.0161905865373131,0.0531076705152665,0.0099510663933085,0.7604701701049627,0.8991728884180773,FBgn0011591
PLA2G3,ENSG00000100078,phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934],-3.317947989485812,1284.4505719058266,-0.4027345620835426,0.121380613366985,-0.3170816644180295,0.0009068136816591,0.0125177811393715,FBgn0033170; FBgn0030013
GGA1,ENSG00000100083,"golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]",-1.71833579779839,1474.7032842015958,-0.0637538412680623,0.037102085255831,-0.0513933994717399,0.0857353834318121,0.2811318015697272,FBgn0032246; FBgn0030141; FBgn0027363
HIRA,ENSG00000100084,histone cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:4916],-1.9506528619034755,246.9782105561548,-0.1265891005247529,0.0648957602847005,-0.0822903553506761,0.0510983543332001,0.2056261882455437,FBgn0022786
SH3BP1,ENSG00000100092,SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824],-1.5973582994114492,1092.8818020939566,-0.075266179466799,0.0471191588603076,-0.0547104678467818,0.1101858622428606,0.3284897555336756,FBgn0038747
LGALS1,ENSG00000100097,galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561],1.8834016510914529,145.05954621050563,0.1977167831605522,0.1049785546518838,0.0816622799219114,0.0596459567744085,0.2255985622685688,FBgn0031289; FBgn0031214; FBgn0031213
HPS4,ENSG00000100099,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 [Source:HGNC Symbol;Acc:HGNC:15844],-0.8626377104141157,2280.828506934776,-0.0248490095825278,0.0288058466289387,-0.0210474674326685,0.3883366898506746,0.6587495542069708,FBgn0034261
PIK3IP1,ENSG00000100100,phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942],-3.6171630226963742,18.36645012527824,-0.8389048120424056,0.2319234180982679,-0.6865792510234141,0.0002978497221939,0.0056137100183,FBgn0050289; FBgn0031058; FBgn0025383; FBgn0050287; FBgn0053225; FBgn0050414; FBgn0260477; FBgn0051205; FBgn0050288; FBgn0069056
SRRD,ENSG00000100104,SRR1 domain containing [Source:HGNC Symbol;Acc:HGNC:33910],0.860321543515422,48.34560736164613,0.1336433716117314,0.1553411891391695,0.0216866635948201,0.389611820490965,0.659930850060128,FBgn0038582
TRIOBP,ENSG00000100106,TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009],1.068993185470308,2055.7050537177115,0.0386774431022885,0.0361811877082005,0.0305280213860487,0.2850727400561115,0.5639470216409496,FBgn0003016
TFIP11,ENSG00000100109,tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165],1.0623052751944162,171.10733054369143,0.0848480393597933,0.0798716163244742,0.037844810230963,0.2880971203804348,0.5667929979884787,FBgn0024191
GCAT,ENSG00000100116,glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188],-4.32781703156981,788.5196491420911,-0.4689708963252906,0.1083619970309102,-0.4145659689677026,1.5059448872482852e-05,0.0005906607201821,FBgn0036208
GGTLC2,ENSG00000100121,gamma-glutamyltransferase light chain 2 [Source:HGNC Symbol;Acc:HGNC:18596],-1.7768914234222697,661.5116076943918,-0.0873603765829209,0.0491647240970222,-0.0635100528225284,0.0755861057749675,0.2599410288089696,FBgn0030932; FBgn0025837
ANKRD54,ENSG00000100124,ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25185],-2.5208465845144223,4136.888562172902,-0.1581252119098213,0.0627270270555874,-0.1174125386548414,0.0117072882220132,0.0764295763378398,FBgn0260005
EIF3L,ENSG00000100129,eukaryotic translation initiation factor 3 subunit L [Source:HGNC Symbol;Acc:HGNC:18138],3.454827631521189,4662.630099770639,0.164812483249073,0.0477049800532319,0.1426047133246272,0.0005506447353352,0.0086512598292546,FBgn0036258
SNU13,ENSG00000100138,small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819],3.805271623669773,175.60422298102264,0.4111182482051594,0.108039133303362,0.3486113230184817,0.0001416486586044,0.0032514215030111,FBgn0286786
MICALL1,ENSG00000100139,MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804],2.401437810382339,840.6669492507332,0.0994191769208748,0.0413998549081918,0.0813915065509714,0.0163307846781371,0.0956260219404361,FBgn0036333
POLR2F,ENSG00000100142,"RNA polymerase II, I and III subunit F [Source:HGNC Symbol;Acc:HGNC:9193]",0.407084612397627,344.5458509763856,0.0240063980210875,0.058971519163291,0.0135899899251398,0.6839458446013416,0.8567807164991273,FBgn0003275
SOX10,ENSG00000100146,SRY-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11190],-3.053763293769792,1016.1258029445984,-0.2189997012386159,0.0717146943528378,-0.1725817848722845,0.0022599031570512,0.0242412763084339,FBgn0005612; FBgn0039938; FBgn0036411
DEPDC5,ENSG00000100150,"DEP domain containing 5, GATOR1 subcomplex subunit [Source:HGNC Symbol;Acc:HGNC:18423]",-0.5913378269445831,1525.2098348933937,-0.0224773912573729,0.0380110830614585,-0.0170664355275852,0.5542940891556298,0.7755312797804478,FBgn0035227
PICK1,ENSG00000100151,protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394],2.751299012325429,539.7638031002626,0.1266788141329271,0.0460432739463882,0.1042479262892617,0.0059359433251278,0.0477547594838263,FBgn0032447
TTC28,ENSG00000100154,tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179],-0.4823766437337414,302.5719296105514,-0.0345761196443015,0.0716786770119546,-0.0162291936851659,0.6295384098807513,0.8257431724884087,FBgn0262719
SLC16A8,ENSG00000100156,solute carrier family 16 member 8 [Source:HGNC Symbol;Acc:HGNC:16270],-5.052313634514983,2456.7156242132965,-0.5861784481255512,0.1160217853699859,-0.5371143842805368,4.364901792133492e-07,3.4128075887243744e-05,FBgn0033913; FBgn0023549; FBgn0031002; FBgn0031012; FBgn0259834; FBgn0035173; FBgn0033657; FBgn0033955
SEPTIN3,ENSG00000100167,septin 3 [Source:HGNC Symbol;Acc:HGNC:10750],0.0638351788663859,804.7497282329241,0.0031844169281491,0.0498849848108752,0.0020542301081908,0.9491014666855284,0.9803867638500388,FBgn0014029
SLC5A1,ENSG00000100170,solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036],-1.43800783440799,1041.94920668414,-0.1799228310606832,0.1251195068313068,-0.0469024660907159,0.1504318312577447,0.3941156458710756,FBgn0037895; FBgn0029950; FBgn0250757; FBgn0039872; FBgn0031998; FBgn0039873; FBgn0053124; FBgn0051262; FBgn0017448; FBgn0051668
SLC5A4,ENSG00000100191,solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039],5.291067881353176,897.5590377489309,0.2269342307083607,0.04289006223264,0.2124638076045769,1.2160421766679678e-07,1.2810684320097915e-05,FBgn0038641; FBgn0037895; FBgn0029950; FBgn0250757; FBgn0039872; FBgn0031998; FBgn0039873; FBgn0053124; FBgn0051262; FBgn0017448; FBgn0051668
KDELR3,ENSG00000100196,KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306],-3.420728996282046,1832.9101574304136,-0.1214140486757808,0.0354936181169991,-0.1079608438393338,0.0006245353221938,0.009484597123697,FBgn0267330
DDX17,ENSG00000100201,DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740],-0.4660802314897523,18107.588259809603,-0.0264039780595081,0.0566511434632445,-0.015427622933566,0.641158072781392,0.8329062814636775,FBgn0035720
TCF20,ENSG00000100207,transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631],0.426013033657413,1047.136162398273,0.0242769970760895,0.0569865125197376,0.0140405638507034,0.6700983487535536,0.8501372268801846,FBgn0034300
HSCB,ENSG00000100209,HscB mitochondrial iron-sulfur cluster cochaperone [Source:HGNC Symbol;Acc:HGNC:28913],1.7995443735484118,121.21329068627747,0.1848455996659949,0.1027180003911263,0.0756351755874929,0.0719326112938359,0.2518899838448949,FBgn0263606
TOMM22,ENSG00000100216,translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002],0.8025684164242635,1706.480618734593,0.0334051386427422,0.0416227924736614,0.0247045645747974,0.4222242294908384,0.6849096952810788,FBgn0035473
RTCB,ENSG00000100220,"RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:HGNC:26935]",-0.7921700304964578,481.563055232342,-0.0454230887967485,0.0573400747921271,-0.0269328011060242,0.4282615407804715,0.6894067074362167,FBgn0032781
JOSD1,ENSG00000100221,Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953],0.4694353166340177,220.56406742409573,0.0331265735043022,0.0705668541127859,0.0158332251231583,0.6387585094830424,0.8315160201491009,FBgn0029853
GTPBP1,ENSG00000100226,GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669],-1.153981811543247,864.1314260818128,-0.0533109808043477,0.0461974185997383,-0.0376226878945161,0.2485076258900554,0.522274085637168,FBgn0027836
POLDIP3,ENSG00000100227,DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782],-0.277741594113449,189.62651847393,-0.0239670974736319,0.0862927915069216,-0.0088035592993179,0.781210728779388,0.908084759756738,FBgn0030959; FBgn0030956
RAB36,ENSG00000100228,"RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9775]",-0.8721221157069222,111.48440315888978,-0.1027404359705069,0.1178051033452212,-0.0262944484246009,0.3831417623752069,0.6551311733898976,FBgn0035255
TIMP3,ENSG00000100234,TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822],-2.76876517862245,1767.672499448172,-0.1116094661485814,0.0403101956822899,-0.0948091995585748,0.0056269174183669,0.0460083247737059,FBgn0025879
PPP6R2,ENSG00000100239,protein phosphatase 6 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:19253],2.42072206826071,2167.5497803663084,0.1089766468060746,0.045018239902433,0.0877784450286695,0.0154897151088826,0.0922744457200578,FBgn0035688
SBF1,ENSG00000100241,SET binding factor 1 [Source:HGNC Symbol;Acc:HGNC:10542],-1.570267682211844,627.9568947229544,-0.0740656320973501,0.0471675198670732,-0.0536372217416948,0.1163528494187765,0.3399881217468949,FBgn0035945; FBgn0028497; FBgn0030582; FBgn0030735; FBgn0025742; FBgn0025802
CYB5R3,ENSG00000100243,cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:HGNC:2873],-4.113592741930789,7171.196251325648,-0.2485386462572038,0.0604188751413801,-0.2204326864536711,3.895484343316065e-05,0.001214517361617,FBgn0036211
DNAL4,ENSG00000100246,dynein axonemal light chain 4 [Source:HGNC Symbol;Acc:HGNC:2955],1.3572288832431727,20.27425976268887,0.2691421639723454,0.1983027087731993,0.0298063548996713,0.1747084960124169,0.428970222790056,FBgn0033687
MIOX,ENSG00000100253,myo-inositol oxygenase [Source:HGNC Symbol;Acc:HGNC:14522],-0.5654294977526964,25073.559401715203,-0.0920511563384784,0.1627986454621424,-0.0136219112687973,0.5717816656154511,0.7876656448010233,FBgn0036262
PACSIN2,ENSG00000100266,protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571],-0.422738079593414,5732.189574581525,-0.0097190061410407,0.0229906095764745,-0.0087111332393016,0.672486369342064,0.8504989121503153,FBgn0053094
TTLL1,ENSG00000100271,TTL family tubulin polyglutamylase complex subunit L1 [Source:HGNC Symbol;Acc:HGNC:1312],-1.0130162546152108,0.9377563771520576,-1.0311549729781502,1.017905653813847,-0.0049528425780254,0.31105239696686,,FBgn0030823; FBgn0052238
